Genome_Name	Gene_Length_Including_N	Sum_of_valid_dinucleotide_counts	A_Count	T_Count	G_Count	C_Count	AA_Count	AA_OE	AA_Rate	AT_Count	AT_OE	AT_Rate	AG_Count	AG_OE	AG_Rate	AC_Count	AC_OE	AC_Rate	TA_Count	TA_OE	TA_Rate	TT_Count	TT_OE	TT_Rate	TG_Count	TG_OE	TG_Rate	TC_Count	TC_OE	TC_Rate	GA_Count	GA_OE	GA_Rate	GT_Count	GT_OE	GT_Rate	GG_Count	GG_OE	GG_Rate	GC_Count	GC_OE	GC_Rate	CA_Count	CA_OE	CA_Rate	CT_Count	CT_OE	CT_Rate	CG_Count	CG_OE	CG_Rate	CC_Count	CC_OE	CC_Rate	A_Rate	T_Rate	G_Rate	C_Rate
GCA_031833965.1_ASM3183396v1	646912406	646370222	191009576	196419635	129413383	129873950	62120643	1.101723	0.096107	53607665	0.924556	0.082936	38952645	1.019646	0.060264	36244327	0.945387	0.056074	43798709	0.755384	0.067761	64801405	1.086829	0.100254	46509242	1.183918	0.071954	41209520	1.045291	0.063755	39593742	1.036427	0.061256	37417348	0.952479	0.057888	28284048	1.092773	0.043758	24020549	0.924758	0.037162	45405499	1.184344	0.070247	40499574	1.027283	0.062657	15605527	0.600792	0.024143	28299779	1.085639	0.043783	0.29535285245462967	0.30371827784878813	0.20010835380763045	0.2008205158889518
GCA_031769215.1_AGI_CSIRO_Ybal_v1	648484292	648482913	208765351	208738784	115445483	115534670	67336616	1.001924	0.103837	65099729	0.968764	0.100388	35258701	0.948705	0.054371	41069913	1.104214	0.063332	58028261	0.863532	0.089483	67335126	1.002157	0.103835	46370559	1.247851	0.071506	37004363	0.995034	0.057063	36973513	0.994846	0.057015	41013092	1.103679	0.063245	21654369	1.053639	0.033392	15804268	0.768397	0.024371	46426464	1.248232	0.071592	35290441	0.948947	0.05442	12161616	0.591293	0.018754	21655882	1.052087	0.033395	0.3219281559524847	0.32188718811333794	0.17802356223008445	0.17816109370409294
GCA_031834005.1_ASM3183400v1	680167874	678158059	211117917	214858327	126539134	126116087	70557113	1.075048	0.104042	64032510	0.95865	0.094421	37825287	0.961544	0.055777	38568811	0.983734	0.056873	56565874	0.846865	0.083411	72424021	1.065406	0.106795	44685219	1.116153	0.065892	41034053	1.028392	0.060508	40230776	1.022694	0.059324	39694237	0.991488	0.058532	25361862	1.075644	0.037398	21149717	0.900008	0.031187	43622780	1.11264	0.064325	38565619	0.966529	0.056868	18579662	0.790641	0.027397	25260518	1.078545	0.037249	0.31109361691621534	0.3166053124283001	0.18646222659304487	0.1858388440624397
GCA_031762815.1_ASM3176281v1	674588215	673886150	197446397	201858500	137461734	137522687	59951948	1.037554	0.088965	56777104	0.961132	0.084253	42285004	1.051142	0.062748	38325733	0.952298	0.056873	47679701	0.80713	0.070753	61938295	1.025584	0.091912	47738230	1.160763	0.07084	44383305	1.078709	0.065862	43147814	1.07259	0.064028	39534778	0.961295	0.058667	29257594	1.044675	0.043416	25424165	0.907395	0.037728	46556088	1.156802	0.069086	43494097	1.057097	0.064542	18100771	0.646021	0.02686	29291523	1.044959	0.043467	0.2928214814163792	0.2993648195387844	0.20386165156482577	0.20395204748001064
GCA_032466195.1_ASM3246619v1	684265396	681511000	216483538	218003833	123878325	123389590	75100684	1.092895	0.110197	64528621	0.932497	0.094685	36486316	0.927885	0.053537	40294724	1.028795	0.059126	57747797	0.834508	0.084735	75966607	1.090131	0.111468	47007079	1.187102	0.068975	37202397	0.943219	0.054588	37028434	0.941671	0.054333	40794846	1.03022	0.059859	24061550	1.069343	0.035306	21946580	0.979213	0.032203	46531250	1.188025	0.068277	36635735	0.928852	0.053757	16278287	0.726305	0.023886	23900093	1.070599	0.035069	0.3175384811024406	0.31976845281108685	0.1817049717748723	0.18098809431160023
GCA_037903355.1_UNMC_Ttri_hybrid	72691324	72691262	21049972	21003660	15296803	15340889	7501801	1.230681	0.103201	5105550	0.839419	0.070236	4314804	0.974074	0.059358	4127798	0.929179	0.056785	4545834	0.747395	0.062536	7475672	1.231809	0.102841	4729437	1.070032	0.065062	4252695	0.959404	0.058504	4248511	0.959108	0.058446	4103567	0.928429	0.056452	2808515	0.872486	0.038636	4136199	1.281248	0.056901	4753810	1.070096	0.065397	4318851	0.974329	0.059414	3444035	1.06684	0.047379	2824183	0.872318	0.038852	0.28958025307119184	0.2889431481534165	0.21043505824711625	0.21104154052827542
GCA_032359455.1_ASM3235945v1	730677795	729600232	230523851	232344904	133747010	133229553	75988745	1.043985	0.104151	71424508	0.973587	0.097895	38278689	0.906429	0.052465	44760057	1.064023	0.061349	63901847	0.871046	0.087585	76972457	1.040988	0.105499	51297207	1.205183	0.070309	40097459	0.945714	0.054958	39894805	0.944698	0.05468	45378644	1.066132	0.062197	26349139	1.075412	0.036114	22073288	0.904397	0.030254	50666628	1.204432	0.069444	38492800	0.907868	0.052759	17774925	0.728282	0.024363	26249034	1.079665	0.035977	0.3158530243527574	0.3183481462026725	0.18325391244066322	0.18254491700390685
GCA_037013635.1_ASM3701363v1	233265008	233247918	75289296	74932326	41672479	41353884	27187294	1.11871	0.11656	24486127	1.012362	0.104979	11652015	0.866237	0.049955	11963849	0.896271	0.051292	17282390	0.714528	0.074095	26994568	1.121388	0.115733	15121285	1.129505	0.064829	15534059	1.169277	0.066599	15723602	1.168927	0.067412	12003164	0.896593	0.051461	7446803	1.000205	0.031927	6498896	0.879614	0.027863	15095987	1.130915	0.064721	11448453	0.861746	0.049083	7452364	1.008664	0.03195	7357062	1.003436	0.031542	0.3227864798060313	0.3212560485785118	0.1786616891888691	0.17729578242658775
GCA_037043255.1_ASM3704325v1	221095588	221085723	66283818	66334799	44179508	44287763	25927256	1.304677	0.117272	18564116	0.933441	0.083968	10590890	0.799586	0.047904	11201513	0.84362	0.050666	12099428	0.608383	0.054727	25940800	1.303352	0.117334	12772414	0.963545	0.057771	15522104	1.168118	0.070209	15469949	1.167944	0.069973	11206879	0.845442	0.05069	8086053	0.915917	0.036574	9416595	1.064022	0.042593	12787137	0.963038	0.057838	10622946	0.799431	0.048049	12730122	1.438432	0.05758	8147521	0.918374	0.036852	0.2998102619738443	0.30004085561535254	0.19982961553837394	0.20031926687242924
GCA_031471655.1_ASM3147165v1	782408230	781937604	236765680	238187627	153745738	153547034	77230597	1.078119	0.098768	68650934	0.952628	0.087796	43551234	0.936253	0.055697	47253261	1.017153	0.060431	56204126	0.779911	0.071878	77983088	1.075664	0.099731	57757205	1.234237	0.073864	46152174	0.987521	0.059023	45897988	0.986703	0.058698	47643608	1.018116	0.06093	31375242	1.038713	0.040125	28752365	0.953112	0.036771	57344701	1.234377	0.073337	43827572	0.937781	0.05605	21000072	0.696131	0.026856	31313437	1.039352	0.040046	0.3026741665521343	0.30449194108392585	0.1965439548083692	0.19628993755557067
GCA_031471745.1_ASM3147174v1	783734439	782597528	243868412	245866051	146941526	146286644	81986608	1.07988	0.104762	73196347	0.956266	0.09353	41618278	0.909762	0.05318	46968007	1.031301	0.060016	64635359	0.844422	0.082591	83065296	1.076381	0.106141	54962593	1.191702	0.070231	43087189	0.938401	0.055057	42831587	0.936284	0.05473	47636852	1.032865	0.06087	30081663	1.091331	0.038438	26308124	0.958703	0.033616	54302337	1.192345	0.069387	41865603	0.911796	0.053496	20211226	0.736524	0.025826	29840459	1.092294	0.03813	0.3114687747812353	0.3140201596312962	0.18767374049126556	0.1868373250962029
GCA_032209605.1_xbMacPoly1_p1.0	792970777	792868156	256893531	257006928	139511959	139456559	85459983	1.026735	0.107786	82553600	0.991379	0.10412	40095720	0.887024	0.05057	48784005	1.079661	0.061529	72104499	0.865897	0.090941	85518179	1.026528	0.107859	56768302	1.255312	0.071599	42615670	0.94273	0.053749	42621806	0.942908	0.053756	48806888	1.079262	0.061557	24888541	1.013861	0.031391	23194549	0.94523	0.029254	56706986	1.255008	0.071521	40128037	0.8877	0.050611	17759227	0.723728	0.022399	24862164	1.013591	0.031357	0.32400502283746185	0.32414804394597974	0.1759584030237571	0.17588853019280132
GCA_036937485.2_jatai_v2	284491823	284486006	88780286	88775471	53459176	53471940	32484788	1.172494	0.114188	27017779	0.975222	0.094971	13919997	0.83438	0.04893	15357422	0.920321	0.053983	22692030	0.819082	0.079765	32507468	1.17344	0.114267	15194471	0.910823	0.05341	18381230	1.101588	0.064612	18386061	1.102081	0.064629	15336860	0.919358	0.053911	9005913	0.896493	0.031657	10730204	1.067882	0.037718	15217123	0.911913	0.05349	13913099	0.833813	0.048906	15338627	1.526518	0.053917	9002934	0.895768	0.031646	0.31207164346032934	0.3120547182505676	0.18791438577202824	0.18795925251707485
GCA_032273245.1_ASM3227324v1	806246940	804797087	233158682	238768308	166757494	166465457	77182430	1.143622	0.095903	59513064	0.861095	0.073948	50505024	1.046321	0.062755	45875652	0.95208	0.057003	51843767	0.750128	0.064418	79493653	1.123172	0.098775	55615329	1.125122	0.069105	51722754	1.048209	0.064268	50236647	1.040761	0.062422	47631697	0.96361	0.059185	37857509	1.096601	0.04704	30928822	0.897472	0.038431	53811955	1.116787	0.066864	52037807	1.054594	0.06466	22702777	0.658774	0.028209	37838200	1.09989	0.047016	0.2895841757255994	0.29655135750671313	0.20711358904514904	0.2067508777225384
GCA_033675545.1_ASM3367554v1	786336081	786327974	250017120	249588694	143455117	143275150	87496556	1.100688	0.111272	68277738	0.860394	0.086831	53330767	1.169243	0.067823	40909448	0.89804	0.052026	62479224	0.787324	0.079457	87234100	1.101157	0.110939	48739333	1.070413	0.061983	51133575	1.124406	0.065028	51258916	1.123819	0.065188	40903636	0.898325	0.052019	26047978	0.995301	0.033126	25243065	0.965757	0.032102	48779866	1.070811	0.062035	53170751	1.169202	0.067619	15335478	0.586709	0.019503	25987543	0.995488	0.033049	0.31795198775827255	0.3174071494755688	0.18243486527740801	0.1822059974887506
GCA_036418165.1_C_oncophora_1.0.allpaths.nc.pg.lrna	503682193	490665676	131969322	132092681	113359385	113332123	41379214	1.166212	0.084333	32206743	0.906852	0.065639	30751941	1.008982	0.062674	27608737	0.90607	0.056268	25822850	0.727099	0.052628	41469135	1.166564	0.084516	32676251	1.071118	0.066596	32100155	1.052486	0.065422	32101954	1.053276	0.065425	27636481	0.905915	0.056324	25982586	0.99245	0.052954	27616682	1.055121	0.056284	32641107	1.071223	0.066524	30757797	1.008474	0.062686	23929252	0.914239	0.048769	25984791	0.993012	0.052958	0.2689116206852772	0.26916298720071713	0.23099047171157172	0.23093492040243396
GCA_035585475.1_ASM3558547v1	657265908	654179339	195746722	198490045	130595022	130146844	62206116	1.064637	0.09509	60349624	1.018589	0.092252	35809036	0.918605	0.054739	37191814	0.957363	0.056853	50704915	0.855804	0.077509	63828604	1.062418	0.09757	45123842	1.141558	0.068978	38542585	0.978421	0.058917	38159626	0.978905	0.058332	37832595	0.957102	0.057832	27171814	1.044775	0.041536	27264685	1.051956	0.041678	44478587	1.144934	0.067991	36201469	0.918991	0.055339	22317408	0.861075	0.034115	26996619	1.0452	0.041268	0.29885970646618026	0.3030481224873789	0.19938821729471592	0.1987039537517249
GCA_034780015.1_ASM3478001v1	731202730	730511012	206808808	215774165	155214861	153197236	62676842	1.071942	0.085799	53828643	0.882363	0.073686	43263636	0.985877	0.059224	46925101	1.083396	0.064236	44330880	0.726675	0.060685	65886306	1.035138	0.090192	60430265	1.319848	0.082723	44986842	0.995491	0.061583	43006928	0.980027	0.058872	50487774	1.102696	0.069113	32199643	0.977657	0.044078	29396480	0.904301	0.040241	56669629	1.308376	0.077575	45442496	1.005574	0.062206	19211908	0.591001	0.026299	31767639	0.990114	0.043487	0.28291409407179724	0.295178687046412	0.21233366320787908	0.20957355567391173
GCA_031471495.1_ASM3147149v1	869220304	865719166	276187442	277473780	156360384	156014723	95379061	1.083279	0.110173	84730131	0.957871	0.097873	45453186	0.911861	0.052503	50535734	1.016071	0.058374	72538883	0.82005	0.08379	96063952	1.080965	0.110964	60299645	1.204096	0.069653	48467898	0.969978	0.055986	48275915	0.96849	0.055764	50969803	1.017793	0.058876	29058276	1.029702	0.033565	27988211	0.993981	0.032329	59893081	1.20421	0.069183	45618177	0.912947	0.052694	21492285	0.763283	0.024826	28954928	1.030591	0.033446	0.31890976481195626	0.3203950812553038	0.18054714192018612	0.18014801201255382
GCA_032360845.1_ASM3236084v1	902550592	898463419	287835451	291202395	160590701	159358038	96024333	1.042554	0.106876	89964111	0.965464	0.100131	47187203	0.91826	0.05252	54498375	1.068738	0.060657	81641424	0.876148	0.090868	97767143	1.037072	0.108816	62869717	1.209295	0.069975	48751665	0.944989	0.054261	48470999	0.943242	0.053949	55780980	1.072943	0.062085	31198304	1.088169	0.034724	25046121	0.880343	0.027877	61530036	1.206632	0.068484	47524530	0.921202	0.052895	19238814	0.676223	0.021413	30969664	1.09697	0.03447	0.32017769319661205	0.32392295931757425	0.17863525850054815	0.17726408898526555
GCA_032359765.1_ASM3235976v1	921158569	918044158	299883197	301423349	158804029	158392611	106354667	1.086801	0.115849	91088426	0.926045	0.09922	48618009	0.938169	0.052958	53677661	1.038495	0.05847	81810437	0.831721	0.089114	107298850	1.085273	0.116878	63130934	1.211997	0.068767	49028125	0.943694	0.053405	48875714	0.943142	0.053239	54131347	1.039222	0.058964	27592968	1.005479	0.030056	28123379	1.027469	0.030634	62694106	1.212935	0.068291	48753354	0.938405	0.053106	19382129	0.708113	0.021112	27484052	1.00672	0.029938	0.3264911886761817	0.32816799505363936	0.1728943692526288	0.17244644701755013
GCA_036768485.1_OU_Mnig_GAv1.2	524220005	522953599	165629531	165760453	95802107	95764754	65406492	1.246849	0.125071	48256903	0.919198	0.092278	26125480	0.861033	0.049958	25839645	0.851945	0.049411	40621178	0.773753	0.077676	65496465	1.246593	0.125243	31692278	1.043677	0.060602	27949531	0.920781	0.053446	27958578	0.921448	0.053463	25864442	0.851757	0.049458	19894970	1.133605	0.038043	22083490	1.258796	0.042228	31642254	1.04326	0.060507	26141636	0.861221	0.049988	18088773	1.031091	0.03459	19891484	1.134291	0.038037	0.3167173975894703	0.3169677471187895	0.18319314091777497	0.1831217143739652
GCA_032361485.1_ASM3236148v1	935571898	931563304	261497600	267798864	202601578	200591947	75433546	1.029687	0.080975	68768167	0.916615	0.07382	60631167	1.068222	0.065085	56475248	1.00497	0.060624	60787906	0.810246	0.065254	78413775	1.020589	0.084174	68316541	1.175304	0.073335	60014348	1.042819	0.064423	59074245	1.040791	0.063414	58796174	1.011518	0.063116	47796618	1.086895	0.051308	36690944	0.842711	0.039386	65951361	1.173596	0.070796	61617983	1.070684	0.066145	25623485	0.588515	0.027506	47171796	1.094287	0.050637	0.2804293912907627	0.28718685150409695	0.2172694403049511	0.21511431690018926
GCA_034780235.1_ASM3478023v1	826292662	825318863	237603423	247155535	171444339	169707302	76059563	1.113506	0.092158	59214148	0.833387	0.071747	50380349	1.022185	0.061043	51798404	1.061714	0.062762	47841950	0.673333	0.057968	79974168	1.082065	0.096901	68179089	1.329848	0.082609	50990284	1.004757	0.061783	48986142	0.993898	0.059354	55277059	1.078191	0.066977	34629636	0.973747	0.041959	32412614	0.920735	0.039273	64563977	1.32337	0.078229	52522090	1.034941	0.063639	18118726	0.514693	0.021954	34370664	0.98635	0.041645	0.2876866131608998	0.29925216518501174	0.20758219982596446	0.20547902182812403
GCA_033807755.1_Elch_1.0	949470026	917716078	278360984	278100043	180664736	180804257	91701236	1.086599	0.099923	77225696	0.915932	0.08415	56283468	1.027566	0.06133	53110410	0.968888	0.057872	64116164	0.760447	0.069865	91533934	1.086653	0.099741	66340843	1.21232	0.072289	56065009	1.023748	0.061092	56106221	1.02433	0.061137	53037073	0.969206	0.057792	36785737	1.034769	0.040084	34677097	0.974701	0.037786	66391093	1.211166	0.072344	56262212	1.027349	0.061307	21184514	0.595453	0.023084	36895371	1.036252	0.040203	0.30324858969096574	0.30296431856537387	0.19681754824839479	0.19696954349526558
GCA_037903475.1_UNMC_Acan_hybrid	348020245	348016968	98777312	98758504	75225595	75256234	32492605	1.15897	0.093365	26039840	0.928985	0.074823	20892542	0.978522	0.060033	19352108	0.906005	0.055607	20193415	0.720411	0.058024	32464221	1.158399	0.093283	23411522	1.09671	0.067271	22689165	1.062438	0.065196	22675113	1.06201	0.065155	19351123	0.906501	0.055604	15807254	0.972137	0.045421	17391977	1.069161	0.049975	23415987	1.096263	0.067284	20903126	0.978805	0.060064	15114141	0.929132	0.043429	15822829	0.972302	0.045466	0.28382845932998596	0.283774416093184	0.21615454296864747	0.21624258160818255
GCA_033119305.1_ASM3311930v1	987620812	986759794	318374128	318524249	174923319	174940583	113973600	1.109538	0.115503	98987076	0.96319	0.100315	51031115	0.904197	0.051716	54381545	0.963467	0.055111	80152076	0.779917	0.081228	114067740	1.109408	0.115598	66110277	1.170826	0.066997	58193372	1.030514	0.058974	58152004	1.030369	0.058932	54411032	0.96363	0.055141	34174043	1.102084	0.034633	28185793	0.908878	0.028564	66095661	1.171004	0.066983	51057626	0.904151	0.051743	23607423	0.761244	0.023924	34179411	1.102039	0.034638	0.32264521534269147	0.32279735026231177	0.17726996939655007	0.1772874649984467
GCA_035048485.1_Ppen_2.0	838713081	838510570	271943860	271876468	147366009	147324744	90826740	1.029827	0.108319	88608152	1.004921	0.105673	43954271	0.919673	0.052419	48554555	1.016211	0.057906	76303027	0.865366	0.090998	90761083	1.029593	0.108241	57318878	1.199604	0.068358	47493297	0.994247	0.05664	47498449	0.99383	0.056646	48540750	1.01589	0.057889	28286124	1.092164	0.033734	23040585	0.889876	0.027478	57315481	1.199571	0.068354	43966332	0.920411	0.052434	17806636	0.68773	0.021236	28236210	1.090848	0.033674	0.32431755067050805	0.3242371796396093	0.17574724095983651	0.17569802873004609
GCA_037039925.1_xgDorMont1_p1.0	520284697	519552235	163501959	163377904	96526845	96149356	51845503	1.007629	0.099789	47478537	0.923457	0.091384	34588467	1.138665	0.066574	29588300	0.977882	0.05695	42939766	0.835178	0.082648	51763512	1.007564	0.099631	34685175	1.142715	0.06676	33988261	1.124152	0.065418	34076541	1.121812	0.065588	29766986	0.980684	0.057294	17964061	1.001714	0.034576	14718534	0.823959	0.028329	34638946	1.144803	0.066671	34367766	1.136704	0.066149	9288401	0.519975	0.017878	17853479	1.003381	0.034363	0.31469550704733956	0.31445673589520456	0.1857871588618394	0.1850605981956165
GCA_034781015.1_ASM3478101v1	920468757	919729619	290131982	291443496	169462722	169151367	101293687	1.107862	0.110134	86594093	0.942829	0.094152	48443693	0.907114	0.052672	53665240	1.006738	0.058349	77876870	0.847916	0.084674	102105732	1.106715	0.111017	62248011	1.160356	0.067681	49066678	0.916329	0.053349	48896092	0.915585	0.053164	54020735	1.006993	0.058735	34202621	1.096492	0.037188	32251759	1.035853	0.035067	61922656	1.161644	0.067327	48583638	0.907308	0.052824	24480950	0.786272	0.026618	34077164	1.096496	0.037051	0.3152958829406072	0.31672114795885314	0.18416066436449827	0.18382230473604141
GCA_036362985.1_ASM3636298v1	775347920	748836651	209954297	210262579	164264536	164436464	67550338	1.147782	0.090207	53493377	0.9076	0.071435	45682579	0.992118	0.061005	43205688	0.937345	0.057697	46622362	0.791022	0.06226	67733993	1.14753	0.090452	50402390	1.093016	0.067308	45481024	0.985261	0.060736	45375616	0.985452	0.060595	43217026	0.937196	0.057712	36225235	1.005553	0.048375	39429318	1.093349	0.052654	50383101	1.093058	0.067282	45796184	0.992089	0.061156	31935685	0.885555	0.042647	36302735	1.005598	0.048479	0.2803435513134954	0.28075518790260523	0.21933584611084914	0.2195654146730502
GCA_034096865.1_UHGW_Tflu_1.1	1042343443	1042247459	281540112	281537341	239726785	239483698	75233425	0.989316	0.072184	66645125	0.876389	0.063944	70719184	1.092157	0.067853	68931710	1.065632	0.066138	51367964	0.675493	0.049286	75231396	0.989308	0.072182	85591360	1.321849	0.082122	69335934	1.071892	0.066525	69391207	1.071648	0.066578	69026291	1.066023	0.066228	52261881	0.947887	0.050143	49037983	0.890317	0.04705	85536782	1.322334	0.08207	70623408	1.091795	0.067761	31145056	0.565459	0.029883	52168753	0.94812	0.050054	0.27011740448658517	0.2701147459122083	0.23000053701091672	0.22976731259028982
GCA_038277355.1_ASM3827735v1	450754598	450740613	145932497	146155565	79362861	79289875	60086824	1.271752	0.133307	40347809	0.852667	0.089514	23192590	0.902624	0.051454	22305218	0.868888	0.049486	36099108	0.76288	0.080088	60298633	1.272342	0.133777	24645100	0.95769	0.054677	25112655	0.976757	0.055714	25141043	0.978455	0.055777	22303876	0.866712	0.049483	15975149	1.14324	0.035442	15942759	1.141972	0.03537	24605467	0.958493	0.054589	23205191	0.902566	0.051482	15549980	1.113837	0.034499	15929211	1.142052	0.03534	0.3237614559132941	0.32425634788000707	0.17607206037737014	0.17591013582932868
GCA_032357055.1_ASM3235705v1	1176168485	1172405857	391834161	393651270	193772989	193514203	149734224	1.144106	0.127715	120985597	0.920173	0.103194	57959378	0.895525	0.049436	63043380	0.97538	0.053773	102795639	0.781827	0.087679	150951998	1.142787	0.128754	77158121	1.18666	0.065812	62625834	0.964448	0.053417	62408888	0.964274	0.053231	63454635	0.975906	0.054123	36623941	1.144269	0.031238	31215039	0.976579	0.026625	76778850	1.18789	0.065488	58144089	0.895428	0.049594	21965788	0.687211	0.018736	36560456	1.145343	0.031184	0.33410923252767644	0.3356586454013772	0.1652263918851728	0.1650057301857736
GCA_034508935.3_UCSD_Bste_1.2	1121603637	1121011927	359537026	358889164	201125306	201473941	123949679	1.074927	0.110569	111251188	0.966543	0.099242	63004755	0.976751	0.056203	61326882	0.949094	0.054707	97051183	0.843175	0.086575	123497837	1.074878	0.110166	70943994	1.101817	0.063286	67391881	1.044838	0.060117	67391057	1.044751	0.060116	61076326	0.948564	0.054483	41374859	1.146631	0.036908	31280722	0.86539	0.027904	71140747	1.100973	0.063461	63059389	0.977668	0.056252	25799458	0.713749	0.023014	41471970	1.145348	0.036995	0.3207215591487065	0.32014364005907925	0.17941190214045072	0.1797228986517636
GCA_034783895.1_ASM3478389v1	1022565772	1015007242	339287152	341023665	167646197	167454344	129155269	1.139704	0.127246	105020288	0.922011	0.103468	50238536	0.897203	0.049496	54743017	0.978768	0.053934	89328435	0.784247	0.088008	130324282	1.138338	0.128397	67034231	1.191059	0.066043	54204110	0.964198	0.053403	53979829	0.964018	0.053182	55116152	0.9793	0.054301	31574976	1.141223	0.031108	26901915	0.973437	0.026504	66693652	1.192437	0.065708	50430084	0.897064	0.049684	18729921	0.677736	0.018453	31532545	1.142302	0.031066	0.33413763725104995	0.3358477944068851	0.16510175475110256	0.1649128135909624
GCA_032362205.1_ASM3236220v1	1262273510	1261273081	412211782	415227083	217382872	216998582	148810185	1.105548	0.117984	125269230	0.923898	0.09932	66393619	0.935334	0.05264	71571532	1.010064	0.056745	109574649	0.808146	0.086876	150387266	1.101097	0.119235	84849179	1.18665	0.067273	70237361	0.984037	0.055688	69694055	0.981829	0.055257	72445725	1.013182	0.057439	39087067	1.044163	0.03099	36051539	0.964778	0.028583	83962367	1.184932	0.06657	66950011	0.937981	0.053081	26954285	0.721326	0.021371	39035011	1.046469	0.030949	0.32668025375172294	0.32906989747087756	0.17227720042761493	0.17197264834978457
GCA_032358795.1_ASM3235879v1	1291707517	1288610907	419536593	423256627	223636267	222872531	147056031	1.077781	0.11412	129359379	0.939749	0.100387	68756724	0.945346	0.053357	74149066	1.022979	0.057542	115844100	0.841565	0.089898	149282641	1.074953	0.115848	88938678	1.212083	0.069019	68967062	0.943124	0.05352	68542746	0.942404	0.053191	75166494	1.024391	0.058331	40611620	1.047498	0.031516	39188868	1.014265	0.030412	87875875	1.212358	0.068194	69226085	0.946666	0.053721	25203470	0.652303	0.019559	40442068	1.050287	0.031384	0.3253982287647362	0.3282835372092003	0.1734552989740221	0.17286293505204148
GCA_037379345.1_ASM3737934v1	723115551	713806860	239543403	239431667	117397321	117434678	89368804	1.111728	0.1252	74556378	0.927897	0.104449	36063217	0.915383	0.050522	39554953	1.003694	0.055414	64307295	0.800342	0.090091	89313661	1.112079	0.125123	47796475	1.213772	0.06696	38014157	0.965047	0.053256	38060098	0.96607	0.05332	39503137	1.003166	0.055341	21543564	1.115789	0.030181	18290487	0.947004	0.025624	47807132	1.21309	0.066975	36058432	0.915398	0.050516	11994024	0.621	0.016803	21575046	1.116709	0.030225	0.33558564127921237	0.3354291059843791	0.16446645893331718	0.16451879380309134
GCA_036873155.1_WU_Bs111_ccs	944208304	944191072	301719128	301825515	170270461	170382800	105503539	1.094278	0.11174	85115727	0.882505	0.090147	57339353	1.053845	0.060729	53758397	0.987379	0.056936	80574751	0.835423	0.085337	105661864	1.095147	0.111907	61563322	1.131079	0.065202	54023311	0.991895	0.057217	53968928	0.9919	0.057159	53645281	0.985604	0.056816	33092452	1.077746	0.035048	29562623	0.962153	0.03131	61669722	1.132686	0.065315	57400434	1.053901	0.060793	18274112	0.594754	0.019354	33037256	1.07453	0.03499	0.3195507284244088	0.3196634028960946	0.18033344522230585	0.1804524234571908
GCA_037974505.1_ASM3797450v1	801631259	800588666	239140713	257466270	153478863	151295841	78291642	1.098191	0.097793	71446890	0.930848	0.089243	45538020	0.995271	0.056881	43693304	0.968732	0.054576	59871804	0.780042	0.074785	89087416	1.078065	0.111277	58372873	1.184981	0.072912	49834813	1.026254	0.062248	46751961	1.021803	0.058397	48243349	0.97935	0.06026	32283143	1.099381	0.040324	26013640	0.898659	0.032493	54031851	1.19795	0.06749	48419669	0.997112	0.06048	17129663	0.591756	0.021396	31578628	1.106646	0.039444	0.29841050385769546	0.32127795553181887	0.1915178066703189	0.18879373394016677
GCA_035046885.1_ASM3504688v1	1524173244	604372943	180022088	180889399	122172230	121872125	59996403	1.121027	0.09927	44310177	0.823961	0.073316	40651621	1.119237	0.067262	34942339	0.964415	0.057816	40411208	0.751459	0.066865	60459657	1.118876	0.100037	41007055	1.123609	0.067851	38850785	1.067148	0.064283	38717270	1.065979	0.064062	35245147	0.965731	0.058317	26605179	1.079353	0.044021	21469770	0.873158	0.035524	40737189	1.124354	0.067404	40747964	1.119259	0.067422	13745144	0.559004	0.022743	26476035	1.07941	0.043807	0.297578890063847	0.2990125666064731	0.20195231042995695	0.20145623289972295
GCA_036873565.1_ASM3687356v1	1051385695	1050078985	342256393	359184258	173154424	176404657	130639391	1.173152	0.124409	104532440	0.894469	0.099547	55744277	0.98946	0.053086	51099498	0.890304	0.048663	90665730	0.775814	0.086342	140930132	1.149086	0.134209	63325615	1.071055	0.060306	63917293	1.061144	0.060869	59232694	1.05138	0.056408	53163509	0.899179	0.050628	34276718	1.202584	0.032642	26314682	0.906229	0.02506	61474338	1.071064	0.058543	60217419	0.999719	0.057346	19627692	0.675941	0.018692	34917557	1.18034	0.033252	0.3256484112975968	0.3417548521315893	0.164752110517189	0.1678446260536249
GCA_037951405.1_ASM3795140v1	911170071	909141806	293673578	306285822	156102674	155069954	104019980	1.101331	0.114416	96166619	0.976256	0.105777	46325513	0.922733	0.050955	46794325	0.938278	0.051471	79242004	0.804442	0.087161	110906085	1.079525	0.12199	62095601	1.185918	0.068301	53209876	1.022984	0.058528	50843087	1.012716	0.055924	50071668	0.956282	0.055076	27779815	1.040973	0.030556	26923417	1.015601	0.029614	59062604	1.184271	0.064965	48504267	0.932516	0.053352	19502304	0.735663	0.021451	27694641	1.05165	0.030462	0.3223172591623571	0.3361596482041349	0.17132826989152883	0.17019482274197917
