Region	Reference	Start	End	Strand	Score
395147at33208_r2.m1.g3.t1_1_intron	OZ210592.1	16721930	16722110	-	0.39
395147at33208_r2.m1.g3.t1_2_exon	OZ210592.1	16721752	16721930	-	0.96
395147at33208_r2.m1.g3.t1_2_intron	OZ210592.1	16721460	16721752	-	0.96
395147at33208_r2.m1.g3.t1_3_exon	OZ210592.1	16721372	16721460	-	0.87
395147at33208_r2.m1.g3.t1_3_intron	OZ210592.1	16720459	16721372	-	0.87
395147at33208_r2.m1.g3.t1_4_exon	OZ210592.1	16720255	16720459	-	0.56
395147at33208_r2.m1.g3.t1_4_intron	OZ210592.1	16719928	16720255	-	0.56
395147at33208_r2.m1.g3.t1_5_exon	OZ210592.1	16719740	16719928	-	0.76
395147at33208_r2.m1.g3.t1_5_intron	OZ210592.1	16719693	16719740	-	0.76
395147at33208_r2.m1.g3.t1_6_exon	OZ210592.1	16719259	16719693	-	0.93
395147at33208_r2.m1.g3.t1_6_intron	OZ210592.1	16718934	16719259	-	0.93
395147at33208_r2.m1.g3.t1_7_exon	OZ210592.1	16718721	16718934	-	0.71
395147at33208_r2.m1.g3.t1_7_intron	OZ210592.1	16718511	16718721	-	0.71
395147at33208_r2.m1.g3.t1_8_exon	OZ210592.1	16718396	16718511	-	0.52
395147at33208_r2.m1.g3.t1_downstream1	OZ210592.1	16718396	16718496	-	0.52
395147at33208_r2.m1.g3.t1_downstream2	OZ210592.1	16718196	16718396	-	0.52
398202at33208_r2.m1.g2.t1_upstream1	OZ210597.1	23204254	23204454	-	0.02
398202at33208_r2.m1.g2.t1_upstream2	OZ210597.1	23204054	23204254	-	0.02
398202at33208_r2.m1.g2.t1_1_exon	OZ210597.1	23204092	23204154	-	0.95
398202at33208_r2.m1.g2.t1_1_intron	OZ210597.1	23204047	23204092	-	0.95
398202at33208_r2.m1.g2.t1_2_exon	OZ210597.1	23203850	23204047	-	0.91
398202at33208_r2.m1.g2.t1_2_intron	OZ210597.1	23203811	23203850	-	0.91
398202at33208_r2.m1.g2.t1_3_exon	OZ210597.1	23203707	23203811	-	0.57
398202at33208_r2.m1.g2.t1_3_intron	OZ210597.1	23203666	23203707	-	0.57
398202at33208_r2.m1.g2.t1_4_exon	OZ210597.1	23203590	23203666	-	1.0
398202at33208_r2.m1.g2.t1_4_intron	OZ210597.1	23203453	23203590	-	1.0
398202at33208_r2.m1.g2.t1_5_exon	OZ210597.1	23203351	23203453	-	1.0
398202at33208_r2.m1.g2.t1_5_intron	OZ210597.1	23203309	23203351	-	1.0
398202at33208_r2.m1.g2.t1_6_exon	OZ210597.1	23202866	23203309	-	1.0
398202at33208_r2.m1.g2.t1_6_intron	OZ210597.1	23202572	23202866	-	1.0
398202at33208_r2.m1.g2.t1_7_exon	OZ210597.1	23202370	23202572	-	0.48
398202at33208_r2.m1.g2.t1_7_intron	OZ210597.1	23201337	23202370	-	0.48
398202at33208_r2.m1.g2.t1_8_exon	OZ210597.1	23201081	23201337	-	0.95
398202at33208_r2.m1.g2.t1_8_intron	OZ210597.1	23201036	23201081	-	0.95
398202at33208_r2.m1.g2.t1_9_exon	OZ210597.1	23200916	23201036	-	1.0
398202at33208_r2.m1.g2.t1_9_intron	OZ210597.1	23200673	23200916	-	1.0
398202at33208_r2.m1.g2.t1_10_exon	OZ210597.1	23200429	23200673	-	1.0
398202at33208_r2.m1.g2.t1_10_intron	OZ210597.1	23200097	23200429	-	1.0
398202at33208_r2.m1.g2.t1_11_exon	OZ210597.1	23200045	23200097	-	0.99
398202at33208_r2.m1.g2.t1_11_intron	OZ210597.1	23200006	23200045	-	0.99
398202at33208_r2.m1.g2.t1_12_exon	OZ210597.1	23199803	23200006	-	0.41
398202at33208_r2.m1.g2.t1_12_intron	OZ210597.1	23199069	23199803	-	0.41
398202at33208_r2.m1.g2.t1_13_exon	OZ210597.1	23198857	23199069	-	0.12
398202at33208_r2.m1.g2.t1_13_intron	OZ210597.1	23198449	23198857	-	0.12
398202at33208_r2.m1.g2.t1_14_exon	OZ210597.1	23198259	23198449	-	0.43
398202at33208_r2.m1.g2.t1_14_intron	OZ210597.1	23198215	23198259	-	0.43
398202at33208_r2.m1.g2.t1_15_exon	OZ210597.1	23198041	23198215	-	0.81
398202at33208_r2.m1.g2.t1_downstream1	OZ210597.1	23198041	23198141	-	0.81
398202at33208_r2.m1.g2.t1_downstream2	OZ210597.1	23197841	23198041	-	0.81
419502at33208_r2.m1.g2.t1_upstream1	OZ210597.1	18836881	18837081	+	0.02
419502at33208_r2.m1.g2.t1_upstream2	OZ210597.1	18837081	18837281	+	0.02
419502at33208_r2.m1.g2.t1_1_exon	OZ210597.1	18837181	18837234	+	0.61
419502at33208_r2.m1.g2.t1_1_intron	OZ210597.1	18837234	18837467	+	0.61
419502at33208_r2.m1.g2.t1_2_exon	OZ210597.1	18837467	18837495	+	0.45
419502at33208_r2.m1.g2.t1_2_intron	OZ210597.1	18837495	18837537	+	0.45
419502at33208_r2.m1.g2.t1_3_exon	OZ210597.1	18837537	18837575	+	0.99
419502at33208_r2.m1.g2.t1_3_intron	OZ210597.1	18837575	18837615	+	0.99
419502at33208_r2.m1.g2.t1_4_exon	OZ210597.1	18837615	18837794	+	0.95
419502at33208_r2.m1.g2.t1_4_intron	OZ210597.1	18837794	18838124	+	0.95
419502at33208_r2.m1.g2.t1_5_exon	OZ210597.1	18838124	18838224	+	0.86
419502at33208_r2.m1.g2.t1_5_intron	OZ210597.1	18838224	18838626	+	0.86
419502at33208_r2.m1.g2.t1_6_exon	OZ210597.1	18838626	18838725	+	0.99
419502at33208_r2.m1.g2.t1_6_intron	OZ210597.1	18838725	18838765	+	0.99
419502at33208_r2.m1.g2.t1_7_exon	OZ210597.1	18838765	18838852	+	0.81
419502at33208_r2.m1.g2.t1_7_intron	OZ210597.1	18838852	18840391	+	0.81
419502at33208_r2.m1.g2.t1_8_exon	OZ210597.1	18840391	18840581	+	0.58
419502at33208_r2.m1.g2.t1_8_intron	OZ210597.1	18840581	18840621	+	0.58
419502at33208_r2.m1.g2.t1_9_exon	OZ210597.1	18840621	18840798	+	0.84
419502at33208_r2.m1.g2.t1_9_intron	OZ210597.1	18840798	18840963	+	0.84
419502at33208_r2.m1.g2.t1_10_exon	OZ210597.1	18840963	18841081	+	0.67
419502at33208_r2.m1.g2.t1_10_intron	OZ210597.1	18841081	18841846	+	0.67
419502at33208_r2.m1.g2.t1_11_exon	OZ210597.1	18841846	18841939	+	0.44
419502at33208_r2.m1.g2.t1_11_intron	OZ210597.1	18841939	18842717	+	0.44
419502at33208_r2.m1.g2.t1_12_exon	OZ210597.1	18842717	18842809	+	0.58
419502at33208_r2.m1.g2.t1_downstream1	OZ210597.1	18842709	18842809	+	0.58
419502at33208_r2.m1.g2.t1_downstream2	OZ210597.1	18842809	18843009	+	0.58
421685at33208_r2.m1.g2.t1_upstream1	OZ210592.1	5542776	5542976	-	0.09
421685at33208_r2.m1.g2.t1_upstream2	OZ210592.1	5542576	5542776	-	0.09
421685at33208_r2.m1.g2.t1_1_exon	OZ210592.1	5542603	5542676	-	0.44
421685at33208_r2.m1.g2.t1_1_intron	OZ210592.1	5541790	5542603	-	0.44
421685at33208_r2.m1.g2.t1_2_exon	OZ210592.1	5541557	5541790	-	0.8
421685at33208_r2.m1.g2.t1_2_intron	OZ210592.1	5541316	5541557	-	0.8
421685at33208_r2.m1.g2.t1_3_exon	OZ210592.1	5541173	5541316	-	0.48
421685at33208_r2.m1.g2.t1_3_intron	OZ210592.1	5540790	5541173	-	0.48
421685at33208_r2.m1.g2.t1_4_exon	OZ210592.1	5540516	5540790	-	0.98
421685at33208_r2.m1.g2.t1_downstream1	OZ210592.1	5540516	5540616	-	0.98
421685at33208_r2.m1.g2.t1_downstream2	OZ210592.1	5540316	5540516	-	0.98
424646at33208_r2.m1.g1.t1_upstream1	OZ210594.1	17261237	17261437	+	0.01
424646at33208_r2.m1.g1.t1_upstream2	OZ210594.1	17261437	17261637	+	0.01
424646at33208_r2.m1.g1.t1_1_exon	OZ210594.1	17261537	17261568	+	0.03
424646at33208_r2.m1.g1.t1_1_intron	OZ210594.1	17261568	17262786	+	0.03
424646at33208_r2.m1.g1.t1_2_exon	OZ210594.1	17262786	17262807	+	0.77
424646at33208_r2.m1.g1.t1_2_intron	OZ210594.1	17262807	17262847	+	0.77
424646at33208_r2.m1.g1.t1_3_exon	OZ210594.1	17262847	17263092	+	0.96
424646at33208_r2.m1.g1.t1_3_intron	OZ210594.1	17263092	17263145	+	0.96
424646at33208_r2.m1.g1.t1_4_exon	OZ210594.1	17263145	17263307	+	0.57
424646at33208_r2.m1.g1.t1_4_intron	OZ210594.1	17263307	17264073	+	0.57
424646at33208_r2.m1.g1.t1_5_exon	OZ210594.1	17264073	17264388	+	0.44
424646at33208_r2.m1.g1.t1_5_intron	OZ210594.1	17264388	17264802	+	0.44
424646at33208_r2.m1.g1.t1_6_exon	OZ210594.1	17264802	17264909	+	1.0
424646at33208_r2.m1.g1.t1_6_intron	OZ210594.1	17264909	17265096	+	1.0
424646at33208_r2.m1.g1.t1_7_exon	OZ210594.1	17265096	17265296	+	0.44
424646at33208_r2.m1.g1.t1_7_intron	OZ210594.1	17265296	17266380	+	0.44
424646at33208_r2.m1.g1.t1_8_exon	OZ210594.1	17266380	17266517	+	0.01
424646at33208_r2.m1.g1.t1_8_intron	OZ210594.1	17266517	17266564	+	0.01
424646at33208_r2.m1.g1.t1_9_exon	OZ210594.1	17266564	17266666	+	0.01
424646at33208_r2.m1.g1.t1_9_intron	OZ210594.1	17266666	17266768	+	0.01
424646at33208_r2.m1.g1.t1_10_exon	OZ210594.1	17266768	17266783	+	0.01
424646at33208_r2.m1.g1.t1_10_intron	OZ210594.1	17266783	17267119	+	0.01
424646at33208_r2.m1.g1.t1_11_exon	OZ210594.1	17267119	17267139	+	0.01
424646at33208_r2.m1.g1.t1_11_intron	OZ210594.1	17267139	17267213	+	0.01
424646at33208_r2.m1.g1.t1_12_exon	OZ210594.1	17267213	17267336	+	0.01
424646at33208_r2.m1.g1.t1_12_intron	OZ210594.1	17267336	17267988	+	0.01
424646at33208_r2.m1.g1.t1_13_exon	OZ210594.1	17267988	17268222	+	0.02
424646at33208_r2.m1.g1.t1_13_intron	OZ210594.1	17268222	17268268	+	0.02
424646at33208_r2.m1.g1.t1_14_exon	OZ210594.1	17268268	17268302	+	0.17
424646at33208_r2.m1.g1.t1_14_intron	OZ210594.1	17268302	17268671	+	0.17
424646at33208_r2.m1.g1.t1_15_exon	OZ210594.1	17268671	17268718	+	0.01
424646at33208_r2.m1.g1.t1_15_intron	OZ210594.1	17268718	17268812	+	0.01
424646at33208_r2.m1.g1.t1_16_exon	OZ210594.1	17268812	17268840	+	0.02
424646at33208_r2.m1.g1.t1_downstream1	OZ210594.1	17268740	17268840	+	0.02
424646at33208_r2.m1.g1.t1_downstream2	OZ210594.1	17268840	17269040	+	0.02
440493at33208_r2.m1.g1.t1_upstream1	OZ210592.1	24316358	24316558	+	0.01
440493at33208_r2.m1.g1.t1_upstream2	OZ210592.1	24316558	24316758	+	0.01
440493at33208_r2.m1.g1.t1_1_exon	OZ210592.1	24316658	24316753	+	0.27
440493at33208_r2.m1.g1.t1_1_intron	OZ210592.1	24316753	24317670	+	0.27
440493at33208_r2.m1.g1.t1_2_exon	OZ210592.1	24317670	24317720	+	0.39
440493at33208_r2.m1.g1.t1_2_intron	OZ210592.1	24317720	24319526	+	0.39
440493at33208_r2.m1.g1.t1_3_exon	OZ210592.1	24319526	24319610	+	0.42
440493at33208_r2.m1.g1.t1_3_intron	OZ210592.1	24319610	24319651	+	0.42
440493at33208_r2.m1.g1.t1_4_exon	OZ210592.1	24319651	24319812	+	0.95
440493at33208_r2.m1.g1.t1_4_intron	OZ210592.1	24319812	24319858	+	0.95
440493at33208_r2.m1.g1.t1_5_exon	OZ210592.1	24319858	24320037	+	0.93
440493at33208_r2.m1.g1.t1_5_intron	OZ210592.1	24320037	24320497	+	0.93
440493at33208_r2.m1.g1.t1_6_exon	OZ210592.1	24320497	24320590	+	0.62
440493at33208_r2.m1.g1.t1_6_intron	OZ210592.1	24320590	24321219	+	0.62
440493at33208_r2.m1.g1.t1_7_exon	OZ210592.1	24321219	24321418	+	0.98
440493at33208_r2.m1.g1.t1_7_intron	OZ210592.1	24321418	24321521	+	0.98
440493at33208_r2.m1.g1.t1_8_exon	OZ210592.1	24321521	24321713	+	0.96
440493at33208_r2.m1.g1.t1_8_intron	OZ210592.1	24321713	24321758	+	0.96
440493at33208_r2.m1.g1.t1_9_exon	OZ210592.1	24321758	24321980	+	0.96
440493at33208_r2.m1.g1.t1_9_intron	OZ210592.1	24321980	24322019	+	0.96
440493at33208_r2.m1.g1.t1_10_exon	OZ210592.1	24322019	24322164	+	0.49
440493at33208_r2.m1.g1.t1_10_intron	OZ210592.1	24322164	24323536	+	0.49
440493at33208_r2.m1.g1.t1_11_exon	OZ210592.1	24323536	24323622	+	0.3
440493at33208_r2.m1.g1.t1_11_intron	OZ210592.1	24323622	24324023	+	0.3
440493at33208_r2.m1.g1.t1_12_exon	OZ210592.1	24324023	24324212	+	0.71
440493at33208_r2.m1.g1.t1_12_intron	OZ210592.1	24324212	24324256	+	0.71
440493at33208_r2.m1.g1.t1_13_exon	OZ210592.1	24324256	24324402	+	0.89
440493at33208_r2.m1.g1.t1_13_intron	OZ210592.1	24324402	24324804	+	0.89
440493at33208_r2.m1.g1.t1_14_exon	OZ210592.1	24324804	24325381	+	0.85
440493at33208_r2.m1.g1.t1_14_intron	OZ210592.1	24325381	24325431	+	0.85
440493at33208_r2.m1.g1.t1_15_exon	OZ210592.1	24325431	24325764	+	0.54
440493at33208_r2.m1.g1.t1_downstream1	OZ210592.1	24325664	24325764	+	0.54
440493at33208_r2.m1.g1.t1_downstream2	OZ210592.1	24325764	24325964	+	0.54
443928at33208_r2.m1.g1.t1_upstream1	OZ210595.1	7294835	7295035	+	0.02
443928at33208_r2.m1.g1.t1_upstream2	OZ210595.1	7295035	7295235	+	0.02
443928at33208_r2.m1.g1.t1_1_exon	OZ210595.1	7295135	7295429	+	0.87
443928at33208_r2.m1.g1.t1_1_intron	OZ210595.1	7295429	7295472	+	0.87
443928at33208_r2.m1.g1.t1_2_exon	OZ210595.1	7295472	7295564	+	0.74
443928at33208_r2.m1.g1.t1_2_intron	OZ210595.1	7295564	7296043	+	0.74
443928at33208_r2.m1.g1.t1_3_exon	OZ210595.1	7296043	7296225	+	0.75
443928at33208_r2.m1.g1.t1_3_intron	OZ210595.1	7296225	7297429	+	0.75
443928at33208_r2.m1.g1.t1_4_exon	OZ210595.1	7297429	7297517	+	0.51
443928at33208_r2.m1.g1.t1_4_intron	OZ210595.1	7297517	7297562	+	0.51
443928at33208_r2.m1.g1.t1_5_exon	OZ210595.1	7297562	7297710	+	0.23
443928at33208_r2.m1.g1.t1_5_intron	OZ210595.1	7297710	7300557	+	0.23
443928at33208_r2.m1.g1.t1_6_exon	OZ210595.1	7300557	7300827	+	0.98
443928at33208_r2.m1.g1.t1_6_intron	OZ210595.1	7300827	7300870	+	0.98
443928at33208_r2.m1.g1.t1_7_exon	OZ210595.1	7300870	7301209	+	0.98
443928at33208_r2.m1.g1.t1_7_intron	OZ210595.1	7301209	7301601	+	0.98
443928at33208_r2.m1.g1.t1_8_exon	OZ210595.1	7301601	7301750	+	1.0
443928at33208_r2.m1.g1.t1_8_intron	OZ210595.1	7301750	7301799	+	1.0
443928at33208_r2.m1.g1.t1_9_exon	OZ210595.1	7301799	7301950	+	1.0
443928at33208_r2.m1.g1.t1_downstream1	OZ210595.1	7301850	7301950	+	1.0
443928at33208_r2.m1.g1.t1_downstream2	OZ210595.1	7301950	7302150	+	1.0
447400at33208_r2.m1.g2.t1_upstream1	OZ210594.1	30085034	30085234	+	0.07
447400at33208_r2.m1.g2.t1_upstream2	OZ210594.1	30085234	30085434	+	0.07
447400at33208_r2.m1.g2.t1_1_exon	OZ210594.1	30085334	30085408	+	1.0
447400at33208_r2.m1.g2.t1_1_intron	OZ210594.1	30085408	30085452	+	1.0
447400at33208_r2.m1.g2.t1_2_exon	OZ210594.1	30085452	30085702	+	0.39
447400at33208_r2.m1.g2.t1_2_intron	OZ210594.1	30085702	30086538	+	0.39
447400at33208_r2.m1.g2.t1_3_exon	OZ210594.1	30086538	30086671	+	0.12
447400at33208_r2.m1.g2.t1_3_intron	OZ210594.1	30086671	30087943	+	0.12
447400at33208_r2.m1.g2.t1_4_exon	OZ210594.1	30087943	30087978	+	0.35
447400at33208_r2.m1.g2.t1_downstream1	OZ210594.1	30087878	30087978	+	0.35
447400at33208_r2.m1.g2.t1_downstream2	OZ210594.1	30087978	30088178	+	0.35
453052at33208_r2.m1.g1.t1_upstream1	OZ210595.1	11357471	11357671	-	0.02
453052at33208_r2.m1.g1.t1_upstream2	OZ210595.1	11357271	11357471	-	0.02
453052at33208_r2.m1.g1.t1_1_exon	OZ210595.1	11357131	11357371	-	0.89
453052at33208_r2.m1.g1.t1_1_intron	OZ210595.1	11356353	11357131	-	0.89
453052at33208_r2.m1.g1.t1_2_exon	OZ210595.1	11356090	11356353	-	0.37
453052at33208_r2.m1.g1.t1_2_intron	OZ210595.1	11355710	11356090	-	0.37
453052at33208_r2.m1.g1.t1_3_exon	OZ210595.1	11355475	11355710	-	0.62
453052at33208_r2.m1.g1.t1_3_intron	OZ210595.1	11355428	11355475	-	0.62
453052at33208_r2.m1.g1.t1_4_exon	OZ210595.1	11355186	11355428	-	0.98
453052at33208_r2.m1.g1.t1_4_intron	OZ210595.1	11353034	11355186	-	0.98
453052at33208_r2.m1.g1.t1_5_exon	OZ210595.1	11352814	11353034	-	0.81
453052at33208_r2.m1.g1.t1_5_intron	OZ210595.1	11348787	11352814	-	0.81
453052at33208_r2.m1.g1.t1_6_exon	OZ210595.1	11348753	11348787	-	0.27
453052at33208_r2.m1.g1.t1_6_intron	OZ210595.1	11347671	11348753	-	0.27
453052at33208_r2.m1.g1.t1_7_exon	OZ210595.1	11347662	11347671	-	0.21
453052at33208_r2.m1.g1.t1_7_intron	OZ210595.1	11347618	11347662	-	0.21
453052at33208_r2.m1.g1.t1_8_exon	OZ210595.1	11347458	11347618	-	0.81
453052at33208_r2.m1.g1.t1_8_intron	OZ210595.1	11347178	11347458	-	0.81
453052at33208_r2.m1.g1.t1_9_exon	OZ210595.1	11346973	11347178	-	0.69
453052at33208_r2.m1.g1.t1_9_intron	OZ210595.1	11346632	11346973	-	0.69
453052at33208_r2.m1.g1.t1_10_exon	OZ210595.1	11346511	11346632	-	0.37
453052at33208_r2.m1.g1.t1_10_intron	OZ210595.1	11346470	11346511	-	0.37
453052at33208_r2.m1.g1.t1_11_exon	OZ210595.1	11346198	11346470	-	0.48
453052at33208_r2.m1.g1.t1_11_intron	OZ210595.1	11345338	11346198	-	0.48
453052at33208_r2.m1.g1.t1_12_exon	OZ210595.1	11345119	11345338	-	0.91
453052at33208_r2.m1.g1.t1_12_intron	OZ210595.1	11344822	11345119	-	0.91
453052at33208_r2.m1.g1.t1_13_exon	OZ210595.1	11344651	11344822	-	0.98
453052at33208_r2.m1.g1.t1_downstream1	OZ210595.1	11344651	11344751	-	0.98
453052at33208_r2.m1.g1.t1_downstream2	OZ210595.1	11344451	11344651	-	0.98
453687at33208_r2.m1.g2.t1_upstream1	OZ210595.1	14070058	14070258	-	0.44
453687at33208_r2.m1.g2.t1_upstream2	OZ210595.1	14069858	14070058	-	0.44
453687at33208_r2.m1.g2.t1_1_exon	OZ210595.1	14069835	14069958	-	0.92
453687at33208_r2.m1.g2.t1_1_intron	OZ210595.1	14069338	14069835	-	0.92
453687at33208_r2.m1.g2.t1_2_exon	OZ210595.1	14069209	14069338	-	0.7
453687at33208_r2.m1.g2.t1_2_intron	OZ210595.1	14068933	14069209	-	0.7
453687at33208_r2.m1.g2.t1_3_exon	OZ210595.1	14068849	14068933	-	0.84
453687at33208_r2.m1.g2.t1_3_intron	OZ210595.1	14068803	14068849	-	0.84
453687at33208_r2.m1.g2.t1_4_exon	OZ210595.1	14068670	14068803	-	0.97
453687at33208_r2.m1.g2.t1_4_intron	OZ210595.1	14068623	14068670	-	0.97
453687at33208_r2.m1.g2.t1_5_exon	OZ210595.1	14068540	14068623	-	0.99
453687at33208_r2.m1.g2.t1_5_intron	OZ210595.1	14068025	14068540	-	0.99
453687at33208_r2.m1.g2.t1_6_exon	OZ210595.1	14067857	14068025	-	0.68
453687at33208_r2.m1.g2.t1_downstream1	OZ210595.1	14067857	14067957	-	0.68
453687at33208_r2.m1.g2.t1_downstream2	OZ210595.1	14067657	14067857	-	0.68
454911at33208_r2.m1.g1.t1_upstream1	OZ210594.1	6971486	6971686	+	0.01
454911at33208_r2.m1.g1.t1_upstream2	OZ210594.1	6971686	6971886	+	0.01
454911at33208_r2.m1.g1.t1_1_exon	OZ210594.1	6971786	6971856	+	0.81
454911at33208_r2.m1.g1.t1_1_intron	OZ210594.1	6971856	6973715	+	0.81
454911at33208_r2.m1.g1.t1_2_exon	OZ210594.1	6973715	6973794	+	0.85
454911at33208_r2.m1.g1.t1_2_intron	OZ210594.1	6973794	6973841	+	0.85
454911at33208_r2.m1.g1.t1_3_exon	OZ210594.1	6973841	6974022	+	0.76
454911at33208_r2.m1.g1.t1_3_intron	OZ210594.1	6974022	6974069	+	0.76
454911at33208_r2.m1.g1.t1_4_exon	OZ210594.1	6974069	6974165	+	0.66
454911at33208_r2.m1.g1.t1_4_intron	OZ210594.1	6974165	6977391	+	0.66
454911at33208_r2.m1.g1.t1_5_exon	OZ210594.1	6977391	6977528	+	0.93
454911at33208_r2.m1.g1.t1_5_intron	OZ210594.1	6977528	6978319	+	0.93
454911at33208_r2.m1.g1.t1_6_exon	OZ210594.1	6978319	6978449	+	0.63
454911at33208_r2.m1.g1.t1_6_intron	OZ210594.1	6978449	6979492	+	0.63
454911at33208_r2.m1.g1.t1_7_exon	OZ210594.1	6979492	6979609	+	0.25
454911at33208_r2.m1.g1.t1_7_intron	OZ210594.1	6979609	6979967	+	0.25
454911at33208_r2.m1.g1.t1_8_exon	OZ210594.1	6979967	6980011	+	0.32
454911at33208_r2.m1.g1.t1_8_intron	OZ210594.1	6980011	6981963	+	0.32
454911at33208_r2.m1.g1.t1_9_exon	OZ210594.1	6981963	6982197	+	0.91
454911at33208_r2.m1.g1.t1_9_intron	OZ210594.1	6982197	6982494	+	0.91
454911at33208_r2.m1.g1.t1_10_exon	OZ210594.1	6982494	6982654	+	0.46
454911at33208_r2.m1.g1.t1_10_intron	OZ210594.1	6982654	6982844	+	0.46
454911at33208_r2.m1.g1.t1_11_exon	OZ210594.1	6982844	6982934	+	0.94
454911at33208_r2.m1.g1.t1_11_intron	OZ210594.1	6982934	6983157	+	0.94
454911at33208_r2.m1.g1.t1_12_exon	OZ210594.1	6983157	6983252	+	0.65
454911at33208_r2.m1.g1.t1_12_intron	OZ210594.1	6983252	6983779	+	0.65
454911at33208_r2.m1.g1.t1_13_exon	OZ210594.1	6983779	6983885	+	0.77
454911at33208_r2.m1.g1.t1_downstream1	OZ210594.1	6983785	6983885	+	0.77
454911at33208_r2.m1.g1.t1_downstream2	OZ210594.1	6983885	6984085	+	0.77
468359at33208_r2.m1.g1.t1_upstream1	OZ210593.1	31713846	31714046	-	0.03
468359at33208_r2.m1.g1.t1_upstream2	OZ210593.1	31713646	31713846	-	0.03
468359at33208_r2.m1.g1.t1_1_exon	OZ210593.1	31713500	31713746	-	0.38
468359at33208_r2.m1.g1.t1_1_intron	OZ210593.1	31713245	31713500	-	0.38
468359at33208_r2.m1.g1.t1_2_exon	OZ210593.1	31713074	31713245	-	0.87
468359at33208_r2.m1.g1.t1_2_intron	OZ210593.1	31712192	31713074	-	0.87
468359at33208_r2.m1.g1.t1_3_exon	OZ210593.1	31712033	31712192	-	0.86
468359at33208_r2.m1.g1.t1_3_intron	OZ210593.1	31711994	31712033	-	0.86
468359at33208_r2.m1.g1.t1_4_exon	OZ210593.1	31711937	31711994	-	0.54
468359at33208_r2.m1.g1.t1_4_intron	OZ210593.1	31710428	31711937	-	0.54
468359at33208_r2.m1.g1.t1_5_exon	OZ210593.1	31710283	31710428	-	0.98
468359at33208_r2.m1.g1.t1_5_intron	OZ210593.1	31710241	31710283	-	0.98
468359at33208_r2.m1.g1.t1_6_exon	OZ210593.1	31710125	31710241	-	0.99
468359at33208_r2.m1.g1.t1_6_intron	OZ210593.1	31709501	31710125	-	0.99
468359at33208_r2.m1.g1.t1_7_exon	OZ210593.1	31709371	31709501	-	0.99
468359at33208_r2.m1.g1.t1_7_intron	OZ210593.1	31709322	31709371	-	0.99
468359at33208_r2.m1.g1.t1_8_exon	OZ210593.1	31709224	31709322	-	0.99
468359at33208_r2.m1.g1.t1_8_intron	OZ210593.1	31709172	31709224	-	0.99
468359at33208_r2.m1.g1.t1_9_exon	OZ210593.1	31709105	31709172	-	0.99
468359at33208_r2.m1.g1.t1_9_intron	OZ210593.1	31709064	31709105	-	0.99
468359at33208_r2.m1.g1.t1_10_exon	OZ210593.1	31708984	31709064	-	0.59
468359at33208_r2.m1.g1.t1_10_intron	OZ210593.1	31708196	31708984	-	0.59
468359at33208_r2.m1.g1.t1_11_exon	OZ210593.1	31708144	31708196	-	0.64
468359at33208_r2.m1.g1.t1_11_intron	OZ210593.1	31708103	31708144	-	0.64
468359at33208_r2.m1.g1.t1_12_exon	OZ210593.1	31708020	31708103	-	0.75
468359at33208_r2.m1.g1.t1_downstream1	OZ210593.1	31708020	31708120	-	0.75
468359at33208_r2.m1.g1.t1_downstream2	OZ210593.1	31707820	31708020	-	0.75
485696at33208_r2.m1.g1.t1_upstream1	OZ210595.1	25000002	25000202	-	0.02
485696at33208_r2.m1.g1.t1_upstream2	OZ210595.1	24999802	25000002	-	0.02
485696at33208_r2.m1.g1.t1_1_exon	OZ210595.1	24999662	24999902	-	0.29
485696at33208_r2.m1.g1.t1_1_intron	OZ210595.1	24999112	24999662	-	0.29
485696at33208_r2.m1.g1.t1_2_exon	OZ210595.1	24999034	24999112	-	1.0
485696at33208_r2.m1.g1.t1_2_intron	OZ210595.1	24998568	24999034	-	1.0
485696at33208_r2.m1.g1.t1_3_exon	OZ210595.1	24998444	24998568	-	0.82
485696at33208_r2.m1.g1.t1_3_intron	OZ210595.1	24995922	24998444	-	0.82
485696at33208_r2.m1.g1.t1_4_exon	OZ210595.1	24995756	24995922	-	0.19
485696at33208_r2.m1.g1.t1_4_intron	OZ210595.1	24995415	24995756	-	0.19
485696at33208_r2.m1.g1.t1_5_exon	OZ210595.1	24995264	24995415	-	0.97
485696at33208_r2.m1.g1.t1_5_intron	OZ210595.1	24995221	24995264	-	0.97
485696at33208_r2.m1.g1.t1_6_exon	OZ210595.1	24995011	24995221	-	0.36
485696at33208_r2.m1.g1.t1_downstream1	OZ210595.1	24995011	24995111	-	0.36
485696at33208_r2.m1.g1.t1_downstream2	OZ210595.1	24994811	24995011	-	0.36
489359at33208_r2.m1.g1.t1_upstream1	OZ210596.1	18531104	18531304	+	0.54
489359at33208_r2.m1.g1.t1_upstream2	OZ210596.1	18531304	18531504	+	0.54
489359at33208_r2.m1.g1.t1_1_exon	OZ210596.1	18531404	18531566	+	0.89
489359at33208_r2.m1.g1.t1_downstream1	OZ210596.1	18531466	18531566	+	0.89
489359at33208_r2.m1.g1.t1_downstream2	OZ210596.1	18531566	18531766	+	0.89
502128at33208_r2.m1.g1.t1_upstream1	OZ210594.1	26183099	26183299	+	0.01
502128at33208_r2.m1.g1.t1_upstream2	OZ210594.1	26183299	26183499	+	0.01
502128at33208_r2.m1.g1.t1_1_exon	OZ210594.1	26183399	26183528	+	0.4
