Region	Reference	Start	End	Strand	Score
338482at33208_r2.m1.g1.t1_upstream1	OZ210592.1	16143107	16143307	+	0.03
338482at33208_r2.m1.g1.t1_upstream2	OZ210592.1	16143307	16143507	+	0.03
338482at33208_r2.m1.g1.t1_1_exon	OZ210592.1	16143407	16143427	+	0.5
338482at33208_r2.m1.g1.t1_1_intron	OZ210592.1	16143427	16143469	+	0.5
338482at33208_r2.m1.g1.t1_2_exon	OZ210592.1	16143469	16143758	+	0.5
338482at33208_r2.m1.g1.t1_2_intron	OZ210592.1	16143758	16143805	+	0.5
338482at33208_r2.m1.g1.t1_3_exon	OZ210592.1	16143805	16144016	+	0.98
338482at33208_r2.m1.g1.t1_3_intron	OZ210592.1	16144016	16144579	+	0.98
338482at33208_r2.m1.g1.t1_4_exon	OZ210592.1	16144579	16144701	+	0.96
338482at33208_r2.m1.g1.t1_4_intron	OZ210592.1	16144701	16144902	+	0.96
338482at33208_r2.m1.g1.t1_5_exon	OZ210592.1	16144902	16145047	+	0.95
338482at33208_r2.m1.g1.t1_5_intron	OZ210592.1	16145047	16145090	+	0.95
338482at33208_r2.m1.g1.t1_6_exon	OZ210592.1	16145090	16145188	+	0.93
338482at33208_r2.m1.g1.t1_6_intron	OZ210592.1	16145188	16145809	+	0.93
338482at33208_r2.m1.g1.t1_7_exon	OZ210592.1	16145809	16145946	+	0.81
338482at33208_r2.m1.g1.t1_7_intron	OZ210592.1	16145946	16146041	+	0.81
338482at33208_r2.m1.g1.t1_8_exon	OZ210592.1	16146041	16146162	+	0.42
338482at33208_r2.m1.g1.t1_8_intron	OZ210592.1	16146162	16146472	+	0.42
338482at33208_r2.m1.g1.t1_9_exon	OZ210592.1	16146472	16146534	+	0.24
338482at33208_r2.m1.g1.t1_9_intron	OZ210592.1	16146534	16147754	+	0.24
338482at33208_r2.m1.g1.t1_10_exon	OZ210592.1	16147754	16147857	+	0.45
338482at33208_r2.m1.g1.t1_10_intron	OZ210592.1	16147857	16148356	+	0.45
338482at33208_r2.m1.g1.t1_11_exon	OZ210592.1	16148356	16148566	+	0.89
338482at33208_r2.m1.g1.t1_downstream1	OZ210592.1	16148466	16148566	+	0.89
338482at33208_r2.m1.g1.t1_downstream2	OZ210592.1	16148566	16148766	+	0.89
339127at33208_r2.m1.g2.t1_upstream1	OZ210593.1	16493817	16494017	-	0.06
339127at33208_r2.m1.g2.t1_upstream2	OZ210593.1	16493617	16493817	-	0.06
339127at33208_r2.m1.g2.t1_1_exon	OZ210593.1	16493659	16493717	-	0.99
339127at33208_r2.m1.g2.t1_1_intron	OZ210593.1	16493387	16493659	-	0.99
339127at33208_r2.m1.g2.t1_2_exon	OZ210593.1	16492971	16493387	-	0.97
339127at33208_r2.m1.g2.t1_2_intron	OZ210593.1	16492922	16492971	-	0.97
339127at33208_r2.m1.g2.t1_3_exon	OZ210593.1	16492868	16492922	-	1.0
339127at33208_r2.m1.g2.t1_3_intron	OZ210593.1	16492575	16492868	-	1.0
339127at33208_r2.m1.g2.t1_4_exon	OZ210593.1	16492518	16492575	-	0.58
339127at33208_r2.m1.g2.t1_4_intron	OZ210593.1	16492469	16492518	-	0.58
339127at33208_r2.m1.g2.t1_5_exon	OZ210593.1	16492419	16492469	-	0.67
339127at33208_r2.m1.g2.t1_5_intron	OZ210593.1	16491213	16492419	-	0.67
339127at33208_r2.m1.g2.t1_6_exon	OZ210593.1	16490945	16491213	-	0.62
339127at33208_r2.m1.g2.t1_6_intron	OZ210593.1	16490530	16490945	-	0.62
339127at33208_r2.m1.g2.t1_7_exon	OZ210593.1	16490431	16490530	-	0.62
339127at33208_r2.m1.g2.t1_7_intron	OZ210593.1	16490155	16490431	-	0.62
339127at33208_r2.m1.g2.t1_8_exon	OZ210593.1	16490139	16490155	-	0.66
339127at33208_r2.m1.g2.t1_8_intron	OZ210593.1	16488818	16490139	-	0.66
339127at33208_r2.m1.g2.t1_9_exon	OZ210593.1	16488559	16488818	-	0.52
339127at33208_r2.m1.g2.t1_9_intron	OZ210593.1	16488474	16488559	-	0.52
339127at33208_r2.m1.g2.t1_10_exon	OZ210593.1	16488383	16488474	-	0.73
339127at33208_r2.m1.g2.t1_10_intron	OZ210593.1	16488341	16488383	-	0.73
339127at33208_r2.m1.g2.t1_11_exon	OZ210593.1	16487990	16488341	-	0.88
339127at33208_r2.m1.g2.t1_11_intron	OZ210593.1	16487674	16487990	-	0.88
339127at33208_r2.m1.g2.t1_12_exon	OZ210593.1	16487524	16487674	-	0.86
339127at33208_r2.m1.g2.t1_12_intron	OZ210593.1	16487260	16487524	-	0.86
339127at33208_r2.m1.g2.t1_13_exon	OZ210593.1	16486981	16487260	-	0.91
339127at33208_r2.m1.g2.t1_13_intron	OZ210593.1	16486682	16486981	-	0.91
339127at33208_r2.m1.g2.t1_14_exon	OZ210593.1	16486463	16486682	-	1.0
339127at33208_r2.m1.g2.t1_downstream1	OZ210593.1	16486463	16486563	-	1.0
339127at33208_r2.m1.g2.t1_downstream2	OZ210593.1	16486263	16486463	-	1.0
340558at33208_r2.m1.g2.t1_upstream1	OZ210597.1	21446257	21446457	+	0.01
340558at33208_r2.m1.g2.t1_upstream2	OZ210597.1	21446457	21446657	+	0.01
340558at33208_r2.m1.g2.t1_1_exon	OZ210597.1	21446557	21446704	+	0.88
340558at33208_r2.m1.g2.t1_1_intron	OZ210597.1	21446704	21446817	+	0.88
340558at33208_r2.m1.g2.t1_2_exon	OZ210597.1	21446817	21446925	+	0.32
340558at33208_r2.m1.g2.t1_2_intron	OZ210597.1	21446925	21447096	+	0.32
340558at33208_r2.m1.g2.t1_3_exon	OZ210597.1	21447096	21447249	+	0.62
340558at33208_r2.m1.g2.t1_3_intron	OZ210597.1	21447249	21447436	+	0.62
340558at33208_r2.m1.g2.t1_4_exon	OZ210597.1	21447436	21447582	+	0.61
340558at33208_r2.m1.g2.t1_4_intron	OZ210597.1	21447582	21448218	+	0.61
340558at33208_r2.m1.g2.t1_5_exon	OZ210597.1	21448218	21448308	+	0.92
340558at33208_r2.m1.g2.t1_5_intron	OZ210597.1	21448308	21448354	+	0.92
340558at33208_r2.m1.g2.t1_6_exon	OZ210597.1	21448354	21448499	+	1.0
340558at33208_r2.m1.g2.t1_6_intron	OZ210597.1	21448499	21449662	+	1.0
340558at33208_r2.m1.g2.t1_7_exon	OZ210597.1	21449662	21449758	+	0.79
340558at33208_r2.m1.g2.t1_7_intron	OZ210597.1	21449758	21449803	+	0.79
340558at33208_r2.m1.g2.t1_8_exon	OZ210597.1	21449803	21449838	+	0.85
340558at33208_r2.m1.g2.t1_8_intron	OZ210597.1	21449838	21449954	+	0.85
340558at33208_r2.m1.g2.t1_9_exon	OZ210597.1	21449954	21450075	+	0.78
340558at33208_r2.m1.g2.t1_9_intron	OZ210597.1	21450075	21450168	+	0.78
340558at33208_r2.m1.g2.t1_10_exon	OZ210597.1	21450168	21450255	+	0.52
340558at33208_r2.m1.g2.t1_10_intron	OZ210597.1	21450255	21450484	+	0.52
340558at33208_r2.m1.g2.t1_11_exon	OZ210597.1	21450484	21450522	+	0.31
340558at33208_r2.m1.g2.t1_11_intron	OZ210597.1	21450522	21451016	+	0.31
340558at33208_r2.m1.g2.t1_12_exon	OZ210597.1	21451016	21451187	+	0.71
340558at33208_r2.m1.g2.t1_12_intron	OZ210597.1	21451187	21451234	+	0.71
340558at33208_r2.m1.g2.t1_13_exon	OZ210597.1	21451234	21451379	+	1.0
340558at33208_r2.m1.g2.t1_13_intron	OZ210597.1	21451379	21451759	+	1.0
340558at33208_r2.m1.g2.t1_14_exon	OZ210597.1	21451759	21452019	+	1.0
340558at33208_r2.m1.g2.t1_14_intron	OZ210597.1	21452019	21452990	+	1.0
340558at33208_r2.m1.g2.t1_15_exon	OZ210597.1	21452990	21453444	+	0.5
340558at33208_r2.m1.g2.t1_downstream1	OZ210597.1	21453344	21453444	+	0.5
340558at33208_r2.m1.g2.t1_downstream2	OZ210597.1	21453444	21453644	+	0.5
340577at33208_r2.m1.g1.t1_upstream1	OZ210595.1	20836309	20836509	+	0.01
340577at33208_r2.m1.g1.t1_upstream2	OZ210595.1	20836509	20836709	+	0.01
340577at33208_r2.m1.g1.t1_1_exon	OZ210595.1	20836609	20836774	+	0.3
340577at33208_r2.m1.g1.t1_1_intron	OZ210595.1	20836774	20837469	+	0.3
340577at33208_r2.m1.g1.t1_2_exon	OZ210595.1	20837469	20837482	+	0.47
340577at33208_r2.m1.g1.t1_2_intron	OZ210595.1	20837482	20837521	+	0.47
340577at33208_r2.m1.g1.t1_3_exon	OZ210595.1	20837521	20837760	+	0.81
340577at33208_r2.m1.g1.t1_3_intron	OZ210595.1	20837760	20838552	+	0.81
340577at33208_r2.m1.g1.t1_4_exon	OZ210595.1	20838552	20838735	+	0.93
340577at33208_r2.m1.g1.t1_4_intron	OZ210595.1	20838735	20839260	+	0.93
340577at33208_r2.m1.g1.t1_5_exon	OZ210595.1	20839260	20839570	+	0.55
340577at33208_r2.m1.g1.t1_5_intron	OZ210595.1	20839570	20839614	+	0.55
340577at33208_r2.m1.g1.t1_6_exon	OZ210595.1	20839614	20839763	+	0.65
340577at33208_r2.m1.g1.t1_6_intron	OZ210595.1	20839763	20839804	+	0.65
340577at33208_r2.m1.g1.t1_7_exon	OZ210595.1	20839804	20839960	+	0.73
340577at33208_r2.m1.g1.t1_7_intron	OZ210595.1	20839960	20840862	+	0.73
340577at33208_r2.m1.g1.t1_8_exon	OZ210595.1	20840862	20840956	+	0.63
340577at33208_r2.m1.g1.t1_8_intron	OZ210595.1	20840956	20841018	+	0.63
340577at33208_r2.m1.g1.t1_9_exon	OZ210595.1	20841018	20841127	+	0.48
340577at33208_r2.m1.g1.t1_9_intron	OZ210595.1	20841127	20841785	+	0.48
340577at33208_r2.m1.g1.t1_10_exon	OZ210595.1	20841785	20842021	+	0.74
340577at33208_r2.m1.g1.t1_10_intron	OZ210595.1	20842021	20844328	+	0.74
340577at33208_r2.m1.g1.t1_11_exon	OZ210595.1	20844328	20844473	+	0.83
340577at33208_r2.m1.g1.t1_11_intron	OZ210595.1	20844473	20845301	+	0.83
340577at33208_r2.m1.g1.t1_12_exon	OZ210595.1	20845301	20845430	+	0.67
340577at33208_r2.m1.g1.t1_12_intron	OZ210595.1	20845430	20845804	+	0.67
340577at33208_r2.m1.g1.t1_13_exon	OZ210595.1	20845804	20845913	+	0.88
340577at33208_r2.m1.g1.t1_13_intron	OZ210595.1	20845913	20846266	+	0.88
340577at33208_r2.m1.g1.t1_14_exon	OZ210595.1	20846266	20846807	+	0.57
340577at33208_r2.m1.g1.t1_14_intron	OZ210595.1	20846807	20846900	+	0.57
340577at33208_r2.m1.g1.t1_15_exon	OZ210595.1	20846900	20846911	+	0.34
340577at33208_r2.m1.g1.t1_downstream1	OZ210595.1	20846811	20846911	+	0.34
340577at33208_r2.m1.g1.t1_downstream2	OZ210595.1	20846911	20847111	+	0.34
345099at33208_r2.m1.g2.t1_upstream1	OZ210593.1	14607586	14607786	-	0.3
345099at33208_r2.m1.g2.t1_upstream2	OZ210593.1	14607386	14607586	-	0.3
345099at33208_r2.m1.g2.t1_1_exon	OZ210593.1	14607375	14607486	-	0.95
345099at33208_r2.m1.g2.t1_1_intron	OZ210593.1	14606788	14607375	-	0.95
345099at33208_r2.m1.g2.t1_2_exon	OZ210593.1	14606404	14606788	-	0.99
345099at33208_r2.m1.g2.t1_2_intron	OZ210593.1	14606361	14606404	-	0.99
345099at33208_r2.m1.g2.t1_3_exon	OZ210593.1	14606289	14606361	-	0.68
345099at33208_r2.m1.g2.t1_3_intron	OZ210593.1	14605677	14606289	-	0.68
345099at33208_r2.m1.g2.t1_4_exon	OZ210593.1	14605453	14605677	-	0.97
345099at33208_r2.m1.g2.t1_4_intron	OZ210593.1	14605413	14605453	-	0.97
345099at33208_r2.m1.g2.t1_5_exon	OZ210593.1	14605263	14605413	-	0.84
345099at33208_r2.m1.g2.t1_5_intron	OZ210593.1	14604665	14605263	-	0.84
345099at33208_r2.m1.g2.t1_6_exon	OZ210593.1	14604432	14604665	-	0.94
345099at33208_r2.m1.g2.t1_6_intron	OZ210593.1	14604349	14604432	-	0.94
345099at33208_r2.m1.g2.t1_7_exon	OZ210593.1	14604157	14604349	-	0.96
345099at33208_r2.m1.g2.t1_7_intron	OZ210593.1	14603880	14604157	-	0.96
345099at33208_r2.m1.g2.t1_8_exon	OZ210593.1	14603721	14603880	-	0.65
345099at33208_r2.m1.g2.t1_8_intron	OZ210593.1	14603679	14603721	-	0.65
345099at33208_r2.m1.g2.t1_9_exon	OZ210593.1	14603458	14603679	-	1.0
345099at33208_r2.m1.g2.t1_9_intron	OZ210593.1	14602952	14603458	-	1.0
345099at33208_r2.m1.g2.t1_10_exon	OZ210593.1	14602643	14602952	-	0.94
345099at33208_r2.m1.g2.t1_10_intron	OZ210593.1	14602600	14602643	-	0.94
345099at33208_r2.m1.g2.t1_11_exon	OZ210593.1	14602396	14602600	-	1.0
345099at33208_r2.m1.g2.t1_downstream1	OZ210593.1	14602396	14602496	-	1.0
345099at33208_r2.m1.g2.t1_downstream2	OZ210593.1	14602196	14602396	-	1.0
349627at33208_r2.m1.g1.t1_upstream1	OZ210596.1	24482987	24483187	+	0.01
349627at33208_r2.m1.g1.t1_upstream2	OZ210596.1	24483187	24483387	+	0.01
349627at33208_r2.m1.g1.t1_1_exon	OZ210596.1	24483287	24483433	+	0.33
349627at33208_r2.m1.g1.t1_1_intron	OZ210596.1	24483433	24484537	+	0.33
349627at33208_r2.m1.g1.t1_2_exon	OZ210596.1	24484537	24484677	+	0.55
349627at33208_r2.m1.g1.t1_2_intron	OZ210596.1	24484677	24486126	+	0.55
349627at33208_r2.m1.g1.t1_3_exon	OZ210596.1	24486126	24486207	+	0.39
349627at33208_r2.m1.g1.t1_3_intron	OZ210596.1	24486207	24487265	+	0.39
349627at33208_r2.m1.g1.t1_4_exon	OZ210596.1	24487265	24487413	+	0.54
349627at33208_r2.m1.g1.t1_4_intron	OZ210596.1	24487413	24487752	+	0.54
349627at33208_r2.m1.g1.t1_5_exon	OZ210596.1	24487752	24487897	+	0.95
349627at33208_r2.m1.g1.t1_5_intron	OZ210596.1	24487897	24488493	+	0.95
349627at33208_r2.m1.g1.t1_6_exon	OZ210596.1	24488493	24488621	+	1.0
349627at33208_r2.m1.g1.t1_6_intron	OZ210596.1	24488621	24488665	+	1.0
349627at33208_r2.m1.g1.t1_7_exon	OZ210596.1	24488665	24488757	+	0.63
349627at33208_r2.m1.g1.t1_7_intron	OZ210596.1	24488757	24489017	+	0.63
349627at33208_r2.m1.g1.t1_8_exon	OZ210596.1	24489017	24489209	+	0.7
349627at33208_r2.m1.g1.t1_8_intron	OZ210596.1	24489209	24489888	+	0.7
349627at33208_r2.m1.g1.t1_9_exon	OZ210596.1	24489888	24490135	+	0.81
349627at33208_r2.m1.g1.t1_9_intron	OZ210596.1	24490135	24491517	+	0.81
349627at33208_r2.m1.g1.t1_10_exon	OZ210596.1	24491517	24491831	+	0.77
349627at33208_r2.m1.g1.t1_10_intron	OZ210596.1	24491831	24491910	+	0.77
349627at33208_r2.m1.g1.t1_11_exon	OZ210596.1	24491910	24492197	+	0.85
349627at33208_r2.m1.g1.t1_downstream1	OZ210596.1	24492097	24492197	+	0.85
349627at33208_r2.m1.g1.t1_downstream2	OZ210596.1	24492197	24492397	+	0.85
352600at33208_r2.m1.g2.t1_upstream1	OZ210595.1	17399035	17399235	-	0.22
352600at33208_r2.m1.g2.t1_upstream2	OZ210595.1	17398835	17399035	-	0.22
352600at33208_r2.m1.g2.t1_1_exon	OZ210595.1	17398899	17398935	-	0.44
352600at33208_r2.m1.g2.t1_1_intron	OZ210595.1	17398851	17398899	-	0.44
352600at33208_r2.m1.g2.t1_2_exon	OZ210595.1	17398744	17398851	-	0.64
352600at33208_r2.m1.g2.t1_2_intron	OZ210595.1	17398690	17398744	-	0.64
352600at33208_r2.m1.g2.t1_3_exon	OZ210595.1	17398496	17398690	-	0.64
352600at33208_r2.m1.g2.t1_3_intron	OZ210595.1	17397005	17398496	-	0.64
352600at33208_r2.m1.g2.t1_4_exon	OZ210595.1	17396850	17397005	-	0.92
352600at33208_r2.m1.g2.t1_4_intron	OZ210595.1	17396632	17396850	-	0.92
352600at33208_r2.m1.g2.t1_5_exon	OZ210595.1	17396479	17396632	-	0.98
352600at33208_r2.m1.g2.t1_5_intron	OZ210595.1	17396192	17396479	-	0.98
352600at33208_r2.m1.g2.t1_6_exon	OZ210595.1	17396089	17396192	-	1.0
352600at33208_r2.m1.g2.t1_6_intron	OZ210595.1	17395687	17396089	-	1.0
352600at33208_r2.m1.g2.t1_7_exon	OZ210595.1	17395526	17395687	-	0.92
352600at33208_r2.m1.g2.t1_7_intron	OZ210595.1	17394891	17395526	-	0.92
352600at33208_r2.m1.g2.t1_8_exon	OZ210595.1	17394720	17394891	-	0.93
352600at33208_r2.m1.g2.t1_8_intron	OZ210595.1	17394670	17394720	-	0.93
352600at33208_r2.m1.g2.t1_9_exon	OZ210595.1	17394523	17394670	-	0.96
352600at33208_r2.m1.g2.t1_9_intron	OZ210595.1	17394467	17394523	-	0.96
352600at33208_r2.m1.g2.t1_10_exon	OZ210595.1	17394305	17394467	-	0.98
352600at33208_r2.m1.g2.t1_downstream1	OZ210595.1	17394305	17394405	-	0.98
352600at33208_r2.m1.g2.t1_downstream2	OZ210595.1	17394105	17394305	-	0.98
353286at33208_r2.m1.g1.t1_upstream1	OZ210592.1	15762785	15762985	+	0.02
353286at33208_r2.m1.g1.t1_upstream2	OZ210592.1	15762985	15763185	+	0.02
353286at33208_r2.m1.g1.t1_1_exon	OZ210592.1	15763085	15763315	+	0.86
353286at33208_r2.m1.g1.t1_1_intron	OZ210592.1	15763315	15763851	+	0.86
353286at33208_r2.m1.g1.t1_2_exon	OZ210592.1	15763851	15764166	+	0.84
353286at33208_r2.m1.g1.t1_2_intron	OZ210592.1	15764166	15765051	+	0.84
353286at33208_r2.m1.g1.t1_3_exon	OZ210592.1	15765051	15765195	+	0.18
353286at33208_r2.m1.g1.t1_3_intron	OZ210592.1	15765195	15768107	+	0.18
353286at33208_r2.m1.g1.t1_4_exon	OZ210592.1	15768107	15768317	+	0.24
353286at33208_r2.m1.g1.t1_4_intron	OZ210592.1	15768317	15768771	+	0.24
353286at33208_r2.m1.g1.t1_5_exon	OZ210592.1	15768771	15768994	+	0.92
353286at33208_r2.m1.g1.t1_5_intron	OZ210592.1	15768994	15769037	+	0.92
353286at33208_r2.m1.g1.t1_6_exon	OZ210592.1	15769037	15769168	+	1.0
353286at33208_r2.m1.g1.t1_6_intron	OZ210592.1	15769168	15769448	+	1.0
353286at33208_r2.m1.g1.t1_7_exon	OZ210592.1	15769448	15769657	+	0.94
353286at33208_r2.m1.g1.t1_7_intron	OZ210592.1	15769657	15770133	+	0.94
353286at33208_r2.m1.g1.t1_8_exon	OZ210592.1	15770133	15770298	+	0.96
353286at33208_r2.m1.g1.t1_8_intron	OZ210592.1	15770298	15770748	+	0.96
353286at33208_r2.m1.g1.t1_9_exon	OZ210592.1	15770748	15770849	+	0.97
353286at33208_r2.m1.g1.t1_9_intron	OZ210592.1	15770849	15770900	+	0.97
353286at33208_r2.m1.g1.t1_10_exon	OZ210592.1	15770900	15771066	+	0.69
353286at33208_r2.m1.g1.t1_10_intron	OZ210592.1	15771066	15771932	+	0.69
353286at33208_r2.m1.g1.t1_11_exon	OZ210592.1	15771932	15771959	+	0.49
353286at33208_r2.m1.g1.t1_downstream1	OZ210592.1	15771859	15771959	+	0.49
353286at33208_r2.m1.g1.t1_downstream2	OZ210592.1	15771959	15772159	+	0.49
354829at33208_r2.m1.g2.t1_upstream1	OZ210592.1	13068761	13068961	-	0.59
354829at33208_r2.m1.g2.t1_upstream2	OZ210592.1	13068561	13068761	-	0.59
354829at33208_r2.m1.g2.t1_1_exon	OZ210592.1	13068502	13068661	-	0.65
354829at33208_r2.m1.g2.t1_1_intron	OZ210592.1	13068451	13068502	-	0.65
354829at33208_r2.m1.g2.t1_2_exon	OZ210592.1	13068306	13068451	-	1.0
354829at33208_r2.m1.g2.t1_2_intron	OZ210592.1	13068138	13068306	-	1.0
354829at33208_r2.m1.g2.t1_3_exon	OZ210592.1	13067935	13068138	-	0.99
354829at33208_r2.m1.g2.t1_3_intron	OZ210592.1	13067488	13067935	-	0.99
354829at33208_r2.m1.g2.t1_4_exon	OZ210592.1	13067421	13067488	-	1.0
354829at33208_r2.m1.g2.t1_4_intron	OZ210592.1	13067302	13067421	-	1.0
354829at33208_r2.m1.g2.t1_5_exon	OZ210592.1	13067051	13067302	-	0.99
354829at33208_r2.m1.g2.t1_5_intron	OZ210592.1	13066892	13067051	-	0.99
354829at33208_r2.m1.g2.t1_6_exon	OZ210592.1	13066706	13066892	-	0.91
354829at33208_r2.m1.g2.t1_downstream1	OZ210592.1	13066706	13066806	-	0.91
354829at33208_r2.m1.g2.t1_downstream2	OZ210592.1	13066506	13066706	-	0.91
356503at33208_r2.m1.g1.t1_upstream1	OZ210592.1	15723801	15724001	-	0.01
356503at33208_r2.m1.g1.t1_upstream2	OZ210592.1	15723601	15723801	-	0.01
356503at33208_r2.m1.g1.t1_1_exon	OZ210592.1	15723627	15723701	-	0.01
356503at33208_r2.m1.g1.t1_1_intron	OZ210592.1	15722679	15723627	-	0.01
356503at33208_r2.m1.g1.t1_2_exon	OZ210592.1	15722632	15722679	-	0.01
356503at33208_r2.m1.g1.t1_2_intron	OZ210592.1	15722396	15722632	-	0.01
356503at33208_r2.m1.g1.t1_3_exon	OZ210592.1	15722385	15722396	-	0.01
356503at33208_r2.m1.g1.t1_3_intron	OZ210592.1	15722274	15722385	-	0.01
356503at33208_r2.m1.g1.t1_4_exon	OZ210592.1	15722133	15722274	-	0.06
356503at33208_r2.m1.g1.t1_4_intron	OZ210592.1	15722093	15722133	-	0.06
356503at33208_r2.m1.g1.t1_5_exon	OZ210592.1	15722004	15722093	-	0.01
356503at33208_r2.m1.g1.t1_5_intron	OZ210592.1	15721365	15722004	-	0.01
356503at33208_r2.m1.g1.t1_6_exon	OZ210592.1	15721350	15721365	-	0.01
356503at33208_r2.m1.g1.t1_6_intron	OZ210592.1	15715654	15721350	-	0.01
356503at33208_r2.m1.g1.t1_7_exon	OZ210592.1	15715643	15715654	-	0.01
356503at33208_r2.m1.g1.t1_7_intron	OZ210592.1	15712407	15715643	-	0.01
356503at33208_r2.m1.g1.t1_8_exon	OZ210592.1	15712386	15712407	-	0.01
356503at33208_r2.m1.g1.t1_8_intron	OZ210592.1	15711715	15712386	-	0.01
356503at33208_r2.m1.g1.t1_9_exon	OZ210592.1	15711702	15711715	-	0.01
356503at33208_r2.m1.g1.t1_9_intron	OZ210592.1	15710535	15711702	-	0.01
356503at33208_r2.m1.g1.t1_10_exon	OZ210592.1	15710522	15710535	-	0.01
356503at33208_r2.m1.g1.t1_10_intron	OZ210592.1	15710360	15710522	-	0.01
356503at33208_r2.m1.g1.t1_11_exon	OZ210592.1	15710345	15710360	-	0.01
356503at33208_r2.m1.g1.t1_11_intron	OZ210592.1	15709925	15710345	-	0.01
356503at33208_r2.m1.g1.t1_12_exon	OZ210592.1	15709908	15709925	-	0.01
356503at33208_r2.m1.g1.t1_12_intron	OZ210592.1	15709407	15709908	-	0.01
356503at33208_r2.m1.g1.t1_13_exon	OZ210592.1	15709396	15709407	-	0.01
356503at33208_r2.m1.g1.t1_13_intron	OZ210592.1	15709256	15709396	-	0.01
356503at33208_r2.m1.g1.t1_14_exon	OZ210592.1	15709235	15709256	-	0.01
356503at33208_r2.m1.g1.t1_14_intron	OZ210592.1	15708362	15709235	-	0.01
356503at33208_r2.m1.g1.t1_15_exon	OZ210592.1	15708338	15708362	-	0.01
356503at33208_r2.m1.g1.t1_15_intron	OZ210592.1	15706444	15708338	-	0.01
356503at33208_r2.m1.g1.t1_16_exon	OZ210592.1	15706426	15706444	-	0.01
356503at33208_r2.m1.g1.t1_16_intron	OZ210592.1	15702980	15706426	-	0.01
356503at33208_r2.m1.g1.t1_17_exon	OZ210592.1	15702941	15702980	-	0.01
356503at33208_r2.m1.g1.t1_17_intron	OZ210592.1	15700044	15702941	-	0.01
356503at33208_r2.m1.g1.t1_18_exon	OZ210592.1	15700021	15700044	-	0.01
356503at33208_r2.m1.g1.t1_18_intron	OZ210592.1	15699776	15700021	-	0.01
356503at33208_r2.m1.g1.t1_19_exon	OZ210592.1	15699763	15699776	-	0.01
356503at33208_r2.m1.g1.t1_19_intron	OZ210592.1	15697040	15699763	-	0.01
356503at33208_r2.m1.g1.t1_20_exon	OZ210592.1	15697020	15697040	-	0.01
356503at33208_r2.m1.g1.t1_20_intron	OZ210592.1	15696927	15697020	-	0.01
356503at33208_r2.m1.g1.t1_21_exon	OZ210592.1	15696892	15696927	-	0.01
356503at33208_r2.m1.g1.t1_21_intron	OZ210592.1	15696607	15696892	-	0.01
356503at33208_r2.m1.g1.t1_22_exon	OZ210592.1	15696559	15696607	-	0.01
356503at33208_r2.m1.g1.t1_22_intron	OZ210592.1	15694142	15696559	-	0.01
356503at33208_r2.m1.g1.t1_23_exon	OZ210592.1	15694118	15694142	-	0.01
356503at33208_r2.m1.g1.t1_23_intron	OZ210592.1	15692896	15694118	-	0.01
356503at33208_r2.m1.g1.t1_24_exon	OZ210592.1	15692877	15692896	-	0.27
356503at33208_r2.m1.g1.t1_24_intron	OZ210592.1	15692294	15692877	-	0.27
356503at33208_r2.m1.g1.t1_25_exon	OZ210592.1	15692266	15692294	-	0.4
356503at33208_r2.m1.g1.t1_25_intron	OZ210592.1	15692220	15692266	-	0.4
356503at33208_r2.m1.g1.t1_26_exon	OZ210592.1	15692205	15692220	-	0.15
356503at33208_r2.m1.g1.t1_26_intron	OZ210592.1	15692082	15692205	-	0.15
356503at33208_r2.m1.g1.t1_27_exon	OZ210592.1	15692071	15692082	-	0.01
356503at33208_r2.m1.g1.t1_27_intron	OZ210592.1	15691263	15692071	-	0.01
356503at33208_r2.m1.g1.t1_28_exon	OZ210592.1	15691101	15691263	-	0.02
356503at33208_r2.m1.g1.t1_28_intron	OZ210592.1	15690058	15691101	-	0.02
356503at33208_r2.m1.g1.t1_29_exon	OZ210592.1	15689938	15690058	-	0.7
356503at33208_r2.m1.g1.t1_downstream1	OZ210592.1	15689938	15690038	-	0.7
356503at33208_r2.m1.g1.t1_downstream2	OZ210592.1	15689738	15689938	-	0.7
357580at33208_r2.m1.g2.t1_upstream1	OZ210596.1	12250669	12250869	+	0.01
357580at33208_r2.m1.g2.t1_upstream2	OZ210596.1	12250869	12251069	+	0.01
357580at33208_r2.m1.g2.t1_1_exon	OZ210596.1	12250969	12250998	+	0.64
357580at33208_r2.m1.g2.t1_1_intron	OZ210596.1	12250998	12252047	+	0.64
357580at33208_r2.m1.g2.t1_2_exon	OZ210596.1	12252047	12252218	+	0.44
357580at33208_r2.m1.g2.t1_2_intron	OZ210596.1	12252218	12252258	+	0.44
357580at33208_r2.m1.g2.t1_3_exon	OZ210596.1	12252258	12252351	+	0.03
357580at33208_r2.m1.g2.t1_3_intron	OZ210596.1	12252351	12252604	+	0.03
357580at33208_r2.m1.g2.t1_4_exon	OZ210596.1	12252604	12252770	+	0.68
357580at33208_r2.m1.g2.t1_4_intron	OZ210596.1	12252770	12253152	+	0.68
357580at33208_r2.m1.g2.t1_5_exon	OZ210596.1	12253152	12253281	+	0.98
357580at33208_r2.m1.g2.t1_5_intron	OZ210596.1	12253281	12253362	+	0.98
357580at33208_r2.m1.g2.t1_6_exon	OZ210596.1	12253362	12253448	+	0.98
357580at33208_r2.m1.g2.t1_6_intron	OZ210596.1	12253448	12253875	+	0.98
